번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
724,병원,01_01_01_P,3990000,PHMA220203990309021200002,2020-12-15,,01,영업/정상,13,영업중,,,,,031-558-7588,3513.12,,경기도 남양주시 다산동 6063-3 에이스병원,"경기도 남양주시 다산중앙로145번길 9, 에이스병원 2~7층 402호 제외호 (다산동)",12248,서울에이스병원,2023-10-31 11:12:13,U,2023-11-02 02:40:00,병원,213299.72400545     ,458148.941649184    ,병원,48,20,70,3513.12,122 116 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과",,,,0,0,,,0,,시군구
725,병원,01_01_01_P,5670000,PHMA220205670554021200003,2020-12-14,,01,영업/정상,13,영업중,,,,,055-270-2500,9911.68,,경상남도 창원시 성산구 반지동 78 희연빌딩,"경상남도 창원시 성산구 원이대로393번길 25, 희연빌딩 1층일부, 4~5층일부, 6층, 지하1~2층일부호 (반지동)",51420,희연재활병원,2023-11-07 18:21:06,U,2023-11-09 02:40:00,병원,351260.497721082    ,194674.701177344    ,병원,98,89,290,9911.68,122 120 101,"내과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
726,병원,01_01_01_P,3930000,PHMA220203930154021200001,2020-12-11,,01,영업/정상,13,영업중,,,,,031-507-3333,5791.16,,"경기도 안산시 단원구 선부동 1077-5 삼아빌딩 B101, 201, 301, 401, 501호","경기도 안산시 단원구 선부광장1로 118, 삼아빌딩 B101, 201, 301, 401, 501호 (선부동)",15368,안산나래요양병원,2025-10-24 09:27:27,U,2025-10-26 02:40:00,요양병원(일반요양병원),183272.535308196    ,425656.228183171    ,요양병원(일반요양병원),42,52,259,5791.16,308 122 120 106 104 101,"내과, 외과, 신경외과, 재활의학과, 가정의학과, 침구과",,,,0,0,,,0,,시군구
727,병원,01_01_01_P,3340000,PHMA220203340025021200002,2020-12-07,,01,영업/정상,13,영업중,,,,,051-201-6666,6229.65,,부산광역시 사하구 당리동 304-6,"부산광역시 사하구 낙동대로 446, 7~15층 (당리동)",49326,서호하단병원,2025-10-27 11:08:40,U,2025-10-29 02:40:00,병원,379560.984344142    ,180230.680636153    ,병원,61,60,180,6229.65,122 117 114 102 101,"내과, 신경과, 피부과, 방사선종양학과, 가정의학과",,,,0,0,,,0,,시군구
728,병원,01_01_01_P,3560000,PHMA220203560021021200005,2020-12-04,,01,영업/정상,13,영업중,,,,,032-575-3200,1439.12,,,"인천광역시 서구 길주로 91, 1층 일부, 2~4층 (석남동)",22789,성모사랑병원,2024-12-04 18:02:54,U,2024-12-06 02:40:00,병원,170931.675796602    ,444991.816054327    ,병원,20,17,58,1439.12,101 102 109 111 113 114 115 120 122 301 303 304 306 308,"내과, 신경과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
729,병원,01_01_01_P,4490000,PHMA220204490261021200001,2020-12-03,,01,영업/정상,13,영업중,,,,,041-414-7500,3809.96,,"충청남도 천안시 서북구 불당동 1491 2층, 3층","충청남도 천안시 서북구 불당23로 73-27, 2층,3층 2층(217~222)호 (불당동)",31156,천안리턴병원,2025-10-17 10:06:22,U,2025-10-19 02:40:00,병원,209712.890694003    ,368783.731868105    ,병원,43,31,110,3809.96,308 307 306 305 304 303 302 301 122 120 114 113 111 109 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
730,병원,01_01_01_P,3620000,PHMA220203620020021200011,2020-11-27,,01,영업/정상,13,영업중,,,,,062-716-6667,581.94,,,"광주광역시 북구 동문대로 208, 청연병원 2층 (각화동)",61165,서울프라임365치과병원,2023-12-21 15:04:30,U,2023-12-23 02:40:00,치과병원,193602.841646244    ,186836.185010755    ,치과병원,3,0,0,581.94,402 403 404 405 406 407 408 409 410 411 412,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,시군구
731,병원,01_01_01_P,6430000,202064300002000006,2020-11-26,,01,영업/정상,1,정상,,,,,0435331000,1851.15,, ,충청북도 진천군 덕산읍 자안로 9-0,,의료법인가은의료재단 혁신성모병원,2025-08-19 21:17:50,U,2025-08-21 02:40:00,병원,247574.30875758     ,378203.970078566    ,,15,32,116,1851.15,,,,,,0,0,,,0,,시도
732,병원,01_01_01_P,4450000,PHMA220204450014021200001,2020-11-26,,01,영업/정상,13,영업중,,,,,043533-1000,1851.15,,,충청북도 진천군 덕산읍 자안로 9-0,27871,의료법인가은의료재단 혁신성모병원,2024-11-21 09:56:53,U,2024-11-23 02:40:00,병원,247574.30875758     ,378203.970078566    ,병원,26,29,97,1851.15,,,,,,0,0,,,0,,시도
733,병원,01_01_01_P,3820000,PHMA220203820050021200003,2020-11-23,,01,영업/정상,13,영업중,,,,,031-951-1000,174347.61,,경기도 의정부시 금오동 439-38 을지대학교 의정부캠퍼스 및 부속병원,"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",11759,학교법인 을지학원 의정부을지대학교병원,2025-10-21 10:15:09,U,2025-10-23 02:40:00,종합병원,204511.986520007    ,472242.407803342    ,종합병원,1067,224,741,174347.61,406 404 403 402 125 123 122 120 119 118 117 116 115 114 113 112 111 110 109 108 107 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 응급의학과, 구강악안면외과, 치과보철과, 치과교정과, 치주과",,,,0,0,,,0,,시군구
734,병원,01_01_01_P,4820000,PHMA220204820026021200004,2020-11-17,,01,영업/정상,13,영업중,,,,,061-750-0000,2348.76,,,전라남도 순천시 용당삼산로 11-0 (용당동),57936,순천에스병원,2025-10-24 10:02:59,U,2025-10-26 02:40:00,병원,244657.440741127    ,163884.239279753    ,병원,20,15,53,2348.76,116 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",,,,0,0,,,0,,시도
735,병원,01_01_01_P,6460000,202064600002000010,2020-11-17,,01,영업/정상,1,정상,,,,,0617500000,2348.76,, ,"전라남도 순천시 용당삼산로 11-0,  (용당동)층 (용당동)",,순천에스병원,2024-12-23 13:27:46,U,2024-12-25 02:40:00,병원,244657.440741127    ,163884.239279753    ,의사,31,18,70,2348.76,,,,,,0,0,,,0,,시군구(위임)
736,병원,01_01_01_P,3550000,PHMA220203550020021200002,2020-11-13,,01,영업/정상,13,영업중,,,,,032-548-1188,1503.06,,,"인천광역시 계양구 새벌로 112, 마스터즈빌딩 5층 (효성동)",21111,경희한방병원,2025-10-13 15:57:26,U,2025-10-15 02:40:00,한방병원,174932.031639815    ,447244.153966138    ,한방병원,13,16,56,1503.06,101 301 302 303 304 305 306 307 308,"내과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
737,병원,01_01_01_P,3620000,PHMA220203620020021200010,2020-11-06,,01,영업/정상,13,영업중,,,,,062-267-8800,,,광주광역시 북구 오치동 856-14,"광주광역시 북구 안산로 47-2, 지하1~지상5층 (오치동)",61052,다온요양병원,2023-01-13 09:17:53,U,2023-01-15 02:40:00,요양병원(일반요양병원),190986.652159332    ,188057.264058077    ,요양병원(일반요양병원),10,35,96,2994.94,308 301 110,"산부인과, 한방내과, 침구과",,,,0,0,,,0,,시군구
738,병원,01_01_01_P,5220000,PHMA220205220013021200001,2020-11-06,,01,영업/정상,13,영업중,,,,,054975-0803,2070.16,,,경상북도 칠곡군 동명면 팔공산로2길 15-0 (약손요양병원),39855,의료법인 채움의료재단 약손요양병원,2025-03-19 09:57:15,U,2025-03-21 02:40:00,요양병원(일반요양병원),344106.11741574     ,278713.981622258    ,요양병원(일반요양병원),6,31,61,2070.16,,,,,,0,0,,,0,,시도
739,병원,01_01_01_P,3510500,PHMA220203510513021200002,2020-11-06,,01,영업/정상,13,영업중,,,,,1522-0677,4924.96,,인천광역시 미추홀구 주안동 1531-1 제대로병원빌딩,"인천광역시 미추홀구 인주대로 472, 한맥메디빌딩 지하1~10층 (주안동)",22228,방그레병원,2025-06-10 17:09:38,U,2025-06-12 02:40:00,병원,172418.983693663    ,438750.966464516    ,병원,35,28,93,4924.96,120 116 104,"외과, 영상의학과, 재활의학과",,,,0,0,,,0,,시군구
740,병원,01_01_01_P,6470000,202064700002000006,2020-11-06,,01,영업/정상,1,정상,,,,,0549750803,2070.16,,경상북도 칠곡군 동명면 기성리 837번지 0호 약손요양병원 0호,"경상북도 칠곡군 동명면 팔공산로2길 15-0, 약손요양병원층 (약손요양병원)",,의료법인 채움의료재단 약손요양병원,2025-03-18 13:52:46,U,2025-03-20 02:40:00,요양병원(일반요양병원),344106.11741574     ,278713.981622258    ,,9,32,71,2070.16,,,,,,0,0,,,0,,시도
741,병원,01_01_01_P,3240000,PHMA220203240033021200002,2020-11-05,,01,영업/정상,13,영업중,,,,,02-3013-3336,2283.64,,,"서울특별시 강동구 양재대로 1596, 3~6층 (명일동)",05295,봄담한방병원,2025-10-29 17:45:11,U,2025-11-01 02:40:00,한방병원,212634.191250352    ,449540.492445005    ,한방병원,26,25,75,2283.64,122 301 302 305 306 308,"가정의학과, 한방내과, 한방부인과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
742,병원,01_01_01_P,3100000,PHMA220203100034021200002,2020-11-04,,01,영업/정상,13,영업중,,,,,02-949-1075,,,,"서울특별시 노원구 동일로197길 11, 공삼빌딩 2,3,4층 (공릉동)",01852,서울미르한방병원,2023-06-26 17:06:49,U,2023-06-28 02:40:00,한방병원,206170.643203398    ,458461.197033155    ,한방병원,15,17,52,1438.22,101 105 106 109 111 113 114 120 122 301 302 303 304 305 306 307 308,"내과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
743,병원,01_01_01_P,3910000,PHMA220203910168021200003,2020-10-30,,01,영업/정상,13,영업중,,,,,031-653-6530,3600.36,,경기도 평택시 비전동 1103 가로수빌딩,"경기도 평택시 비전5로 20-18, 가로수빌딩 1~4층 1층(102호),2층~4층호 (비전동)",17854,평택우리병원,2025-09-26 13:07:49,U,2025-09-28 02:40:00,병원,210041.453518562    ,388587.585426547    ,병원,60,17,61,3600.36,120 119 116 109 106 105 102 101,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 진단검사의학과, 재활의학과",,,,0,0,,,0,,시군구
744,병원,01_01_01_P,3630000,PHMA220203630020021200001,2020-10-30,,01,영업/정상,13,영업중,,,,,062-451-7600,1632.64,,,광주광역시 광산구 첨단중앙로182번길 22 (쌍암동),62274,첨단유진한방병원,2024-11-29 14:19:59,U,2024-12-01 02:40:00,한방병원,185700.173818043    ,191387.580223949    ,한방병원,5,33,76,1632.64,101 105 113 114 122 301 302 303 304 305 306 307 308,"내과, 정형외과, 이비인후과, 피부과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
745,병원,01_01_01_P,3620000,PHMA220203620020021200009,2020-10-29,,01,영업/정상,13,영업중,,,,,062-529-8000,1575.72,,,"광주광역시 북구 무등로202번길 14, 지하1~5층 (신안동)",61250,신안한방병원,2025-05-21 09:49:05,U,2025-05-23 02:40:00,한방병원,191282.396839779    ,185048.535596335    ,한방병원,6,24,59,1575.72,122 301 302 303 304 305 306 307 308,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
746,병원,01_01_01_P,6300000,202063000002000005,2020-10-26,,01,영업/정상,1,정상,,,,,0425365000,3146.15,,대전광역시 서구 탄방동  91번지 8호 GOLDBANKgold 탄방동동 8호,"대전광역시 서구 계룡로 595-0, 탄방동동 GOLDBANKgold층 (탄방동,GOLDBANKgold)",,리치한방병원,2025-10-04 16:28:07,U,2025-10-06 02:40:00,한방병원,234905.998835565    ,315723.283899112    ,의사,28,27,100,3146.15,,,,,,0,0,,,0,,시도
747,병원,01_01_01_P,3660000,PHMA220203660023021200004,2020-10-26,,01,영업/정상,13,영업중,,,,,042-536-5000,2885.59,,대전광역시 서구 탄방동 91-8 GOLD BANK gold,"대전광역시 서구 계룡로 595, GOLD BANK gold 5~8층 (탄방동)",35264,리치한방병원,2025-08-21 16:20:51,U,2025-08-23 02:40:00,한방병원,234905.998835565    ,315723.283899112    ,한방병원,20,26,80,2885.59,308 306 304 303 302 301 101,"내과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 침구과",,,,0,0,,,0,,시도
748,병원,01_01_01_P,6430000,202064300002000005,2020-10-15,,01,영업/정상,1,정상,,,,,0432141004,4715.41,,충청북도 청주시 청원구 오창읍 양청리 787번지 6호 6호,충청북도 청주시 청원구 오창읍 중심상업1로 54-0,,의료법인 라온의료재단 오창호수병원,2025-10-20 19:09:12,U,2025-10-23 02:40:00,병원,238139.193349097    ,357136.271646784    ,,9,39,145,4715.41,,,,,,0,0,,,0,,시도
749,병원,01_01_01_P,5380000,PHMA220205380021021200003,2020-10-12,,01,영업/정상,13,영업중,,,,,055-387-8868,3746.93,,경상남도 양산시 하북면 순지리 179-19,"경상남도 양산시 하북면 양산대로 2634, 지하1, 1~4층",50503,풍경요양병원,2025-10-24 09:14:11,U,2025-10-26 02:40:00,요양병원(일반요양병원),389733.159959623    ,223584.497959158    ,요양병원(일반요양병원),10,33,84,3746.93,122 120 116 115 114 113 112 111 107 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
750,병원,01_01_01_P,6510000,PHMA220206510096021200001,2020-10-12,,01,영업/정상,13,영업중,,,,,064-746-1075,3354.8,,,제주특별자치도 제주시 1100로 3055 (노형동),63078,솔담한방병원,2025-10-31 14:35:42,U,2025-11-02 02:40:00,한방병원,151987.252932094    ,-4019.04826743707   ,한방병원,27,25,79,3354.8,104 308,"외과, 침구과",,,,0,0,,,0,,시군구
751,병원,01_01_01_P,3700000,PHMA220203700018021200003,2020-09-29,,01,영업/정상,13,영업중,,,,,052-702-7777,1579,,,"울산광역시 남구 삼산로 247, 마마파파엔베이비빌딩 (달동)",44707,당당한방병원,2025-09-29 11:23:13,U,2025-10-01 02:40:00,한방병원,,,한방병원,25,20,70,1579,116 120 301 302 303 304 305 306 307 308,"영상의학과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
752,병원,01_01_01_P,6300000,202063000002000004,2020-09-29,,01,영업/정상,1,정상,,,,,0425321000,1212.41,, ,"대전광역시 서구 계룡로 398-0,  3층 (갈마동,해상수산)층 (갈마동)",,보강한방병원,2025-10-17 17:22:12,U,2025-10-19 02:40:00,한방병원,233322.705569436    ,316704.941724537    ,한의사,11,13,39,1212.41,,,,,,0,0,,,0,,시도
753,병원,01_01_01_P,3660000,PHMA220203660023021200003,2020-09-29,,01,영업/정상,13,영업중,,,,,042-532-1000,1212.41,,대전광역시 서구 갈마동 343-54 해상수산,"대전광역시 서구 계룡로 398, 해상수산 3층 (갈마동)",35270,보강한방병원,2025-03-20 19:27:13,U,2025-03-22 02:40:00,한방병원,233322.705569436    ,316704.941724537    ,한방병원,11,12,35,1212.41,308 306 304 303 302 301 120,"재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 침구과",,,,0,0,,,0,,시도
754,병원,01_01_01_P,3940000,PHMA220203940139021200001,2020-09-25,,01,영업/정상,13,영업중,,,,,1661-8927,5207.72,,경기도 고양시 일산동구 풍동 143-9,경기도 고양시 일산동구 백마로 490 (풍동),10300,자향한방병원,2025-10-24 09:17:35,U,2025-10-26 02:40:00,한방병원,182525.850480177    ,462215.31954972     ,한방병원,33,47,131,5207.72,308 102,"신경과, 침구과",,,,0,0,,,0,,시군구
755,병원,01_01_01_P,6470000,202064700002000005,2020-09-21,,01,영업/정상,1,정상,,,,,0543319966,1731.33,,경상북도 영천시 망정동  233번지 5호 영천제이병원 5호,"경상북도 영천시 호국로 145-0, 영천제이병원층 (망정동,영천제이병원)",,의료법인 자혜의료재단 영천제이병원,2024-06-13 11:28:37,U,2024-06-15 02:40:00,병원,376087.449572821    ,276948.110118173    ,의사,10,14,33,1731.33,,,,,,0,0,,,0,,시도
756,병원,01_01_01_P,5100000,PHMA220205100028021200001,2020-09-21,,01,영업/정상,13,영업중,,,,,054331-9966,1731.33,,,"경상북도 영천시 호국로 145-0 (망정동,영천제이병원)",38831,의료법인 자혜의료재단 영천제이병원,2024-06-17 14:03:13,U,2024-06-19 02:40:00,병원,376087.449572821    ,276948.110118173    ,병원,10,12,30,1731.33,111 110 109 105,"정형외과, 마취통증의학과, 산부인과, 소아청소년과",,,,0,0,,,0,,시도
757,병원,01_01_01_P,3910000,PHMA220203910168021200002,2020-09-18,,01,영업/정상,13,영업중,,,,,1522-5900,2754.36,,,"경기도 평택시 청북읍 청북남로 254, 청북센터프라자 3,4,5층",17805,기운찬한방병원,2025-10-17 17:13:20,U,2025-10-19 02:40:00,한방병원,192449.827016657    ,390891.495937245    ,한방병원,11,17,52,2754.36,101 105 301 303 306 308,"내과, 정형외과, 한방내과, 한방소아과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
758,병원,01_01_01_P,3780000,PHMA220203780062021200003,2020-09-18,,01,영업/정상,13,영업중,,,,,031-8039-7676,4415.9,,,"경기도 성남시 수정구 헌릉로 993, 더퍼스트메디타워 4층,5층,6층,7층 일부,8층 (창곡동)",13644,위례스마트요양병원,2025-10-01 09:39:23,U,2025-10-05 02:40:00,요양병원(일반요양병원),212575.007939374    ,440048.338084392    ,요양병원(일반요양병원),42,46,244,4415.9,101 104 105 122 301 308,"내과, 외과, 정형외과, 가정의학과, 한방내과, 침구과",,,,0,0,,,0,,시군구
759,병원,01_01_01_P,3220000,PHMA220203220033021200003,2020-09-18,,01,영업/정상,13,영업중,,,,,02-6242-1010,2740.75,,,"서울특별시 강남구 도곡로 216, 치휴한방병원 (도곡동)",06272,치휴한방병원,2025-09-22 10:05:28,U,2025-09-24 02:40:00,한방병원,203711.024559394    ,443376.829577467    ,한방병원,23,23,63,2740.75,120 122 301 302 303 304 306 307 308,"재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
760,병원,01_01_01_P,6540000,202064500002000004,2020-09-15,,01,영업/정상,1,정상,,,,,0634670001,1348.2,, ,"전북특별자치도 군산시 궁포안2길 24-0,  2층 (조촌동)층 (조촌동)",,키움병원,2024-05-27 16:48:25,U,2024-05-29 02:40:00,병원,176849.307996938    ,275173.237608069    ,의사,20,29,42,1348.2,,,,,,0,0,,,0,,시도
761,병원,01_01_01_P,4060000,PHMA220204060023021200003,2020-09-11,,01,영업/정상,13,영업중,,,,,031-946-7583,4959.24,,경기도 파주시 와동동 1431-1 월드타워12차,"경기도 파주시 경의로 1218, 월드타워12차 6층~9층 (와동동)",10896,참나무요양병원,2025-01-24 08:51:02,U,2025-01-26 02:40:00,요양병원(일반요양병원),178901.538524772    ,469317.379396469    ,요양병원(일반요양병원),36,59,296,4959.24,101 102 104 105 115 120 122 301 302 303 304 306 308,"내과, 신경과, 외과, 정형외과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
762,병원,01_01_01_P,4010000,PHMA220204010281021200002,2020-09-10,,01,영업/정상,13,영업중,,,,,031-504-7272,2422.9,,경기도 시흥시 거모동 1756-6 도일그랜드프라자,"경기도 시흥시 군자로 526, 도일그랜드프라자 302,401,501호 (거모동)",15070,의료법인 영명의료재단 혜민한방병원,2025-09-12 13:38:33,U,2025-09-14 02:40:00,한방병원,180895.9910215      ,426822.693428266    ,한방병원,19,32,107,2422.9,308 306 301 120,"재활의학과, 한방내과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
763,병원,01_01_01_P,3600000,PHMA220203600020021200003,2020-09-10,,01,영업/정상,13,영업중,,,,,062-372-1200,1675.31,,광주광역시 서구 화정동 316-91,"광주광역시 서구 화운로 129, 2~5층 (화정동)",61987,화정아동병원,2025-03-05 14:17:06,U,2025-03-07 02:40:00,병원,188774.432179765    ,183495.657919397    ,병원,11,30,46,1675.31,111,소아청소년과,,,,0,0,,,0,,시군구
764,병원,01_01_01_P,4671000,PHMA220204670076021200001,2020-09-08,,01,영업/정상,13,영업중,,,,,063-467-0001,1348.2,,,"전북특별자치도 군산시 궁포안2길 24-0, 2층 (조촌동)",54072,키움병원,2024-05-31 09:22:11,U,2024-06-02 02:40:00,병원,176849.307996938    ,275173.237608069    ,병원,19,29,42,1348.2,116 114 113 111 101,"내과, 소아청소년과, 이비인후과, 피부과, 영상의학과",,,,0,0,,,0,,시도
765,병원,01_01_01_P,4800000,PHMA220204800026021200002,2020-09-07,,01,영업/정상,13,영업중,,,,,061281-7554,2092.1,,전라남도 목포시 옥암동 1230-3,전라남도 목포시 남악1로52번길 11-4 (옥암동),58676,옥암힐요양병원,2025-01-05 10:53:04,U,2025-01-07 02:40:00,요양병원(일반요양병원),149291.978268892    ,145934.384862295    ,요양병원(일반요양병원),8,70,94,2092.1,122,가정의학과,,,,0,0,,,0,,시도
766,병원,01_01_01_P,3530000,PHMA220203530019021200002,2020-09-07,,01,영업/정상,13,영업중,,,,,1833-3966,2392.53,,인천광역시 남동구 구월동 1128-3,"인천광역시 남동구 인주대로 593, 9,10,11층 (구월동)",21558,기운찬한방병원,2025-09-15 20:10:27,U,2025-09-17 02:40:00,한방병원,173640.546963329    ,438731.522194652    ,한방병원,26,18,66,2392.53,308 307 306 305 304 303 302 301 122 120 106 105 101,"내과, 정형외과, 신경외과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
767,병원,01_01_01_P,6460000,202064600002000008,2020-09-07,,01,영업/정상,1,정상,,,,,0612817554,4705.94,,전라남도 목포시 옥암동  1230번지 3호 3호,전라남도 목포시 남악1로52번길 11-4 (옥암동),,옥암힐요양병원,2025-08-25 16:39:40,U,2025-08-27 02:40:00,요양병원(일반요양병원),149291.978268892    ,145934.384862295    ,의사,18,71,105,4705.94,,,,,,0,0,,,0,,시군구(위임)
768,병원,01_01_01_P,6470000,202064700002000004,2020-09-04,,01,영업/정상,1,정상,,,,,0548511071,11670.08,,경상북도 안동시 풍산읍 막곡리 483번지 0호 0호,경상북도 안동시 풍산읍 함백이길 154-0,,의료법인 인덕의료재단 복주회복병원,2025-09-05 14:21:14,U,2025-09-07 02:40:00,병원,349206.674456377    ,343343.856122321    ,,122,83,359,11670.08,,,,,,0,0,,,0,,시도
769,병원,01_01_01_P,4191000,PHMA220204190023021200002,2020-09-04,,01,영업/정상,13,영업중,,,,,033734-7500,1508.04,,,강원특별자치도 원주시 지정면 신지정로 190-0 ( 5~6층),26353,신원주한방병원,2024-12-20 17:11:17,U,2024-12-22 02:40:00,한방병원,277508.30609863     ,430604.682729714    ,한방병원,3,14,41,1508.04,,,,,,0,0,,,0,,시도
770,병원,01_01_01_P,3620000,PHMA220203620020021200008,2020-09-04,,01,영업/정상,13,영업중,,,,,062-439-2300,1478.33,,광주광역시 북구 신용동 709,"광주광역시 북구 첨단연신로91번길 32-6, 3층 301, 4층 401, 5층 501호 (신용동)",61087,경희삼성한방병원,2024-08-12 16:46:10,U,2024-08-14 02:40:00,한방병원,187289.555          ,189733.880000001    ,한방병원,3,22,77,1478.33,308 307 306 305 304 303 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
771,병원,01_01_01_P,5070000,PHMA220205070014021200001,2020-09-04,,01,영업/정상,13,영업중,,,,,054-851-5085,10239.09,,,경상북도 안동시 풍산읍 함백이길 154-0 (복주회복병원),36622,의료법인 인덕의료재단 복주회복병원,2025-09-12 17:49:59,U,2025-09-14 02:40:00,병원,349206.674456377    ,343343.856122321    ,병원,24,78,307,10239.09,301 120 102 101,"내과, 신경과, 재활의학과, 한방내과",,,,0,0,,,0,,시도
772,병원,01_01_01_P,6530000,202064200002000004,2020-09-04,,01,영업/정상,1,정상,,,,,0337347500,1508.04,, ,"강원특별자치도 원주시 지정면 신지정로 190-0,  5~6층층",,신원주한방병원,2025-05-20 11:36:36,U,2025-05-22 02:40:00,한방병원,277508.30609863     ,430604.682729714    ,한의사,2,15,44,1508.04,,,,,,0,0,,,0,,시도
773,병원,01_01_01_P,3620000,PHMA220203620020021200007,2020-09-03,,01,영업/정상,13,영업중,,,,,062-515-3300,204716,,광주광역시 북구 운암동 97-1,"광주광역시 북구 북문대로 17, 1,3,4,5층 (운암동)",61261,청수한방병원,2023-12-12 17:28:55,U,2023-12-14 02:40:00,한방병원,189266.841456872    ,186071.768242227    ,한방병원,6,27,86,204716,308 307 306 305 304 303 302 301 122 120 101,"내과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
774,병원,01_01_01_P,3940000,PHMA220203940138021200004,2020-09-03,,01,영업/정상,13,영업중,,,,,-1644-7889,1285.06,,,"경기도 고양시 덕양구 화신로 263, 브릿지타워(BRIDGE TOWER) 701,702,703,704,707, 8층(전체)호 (화정동)",10503,더하다한방병원,2025-10-24 09:36:34,U,2025-10-26 02:40:00,한방병원,185105.494090047    ,458692.425472363    ,한방병원,26,14,47,1285.06,105 122 301 302 303 304 305 306 307 308,"정형외과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
